,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
766,2017,70.172,SP.DYN.LE00.IN,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
767,2018,70.323,SP.DYN.LE00.IN,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
768,2019,70.474,SP.DYN.LE00.IN,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
769,2016,72.405,SP.DYN.LE00.IN,VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD
770,2017,72.246,SP.DYN.LE00.IN,VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD
771,2018,72.128,SP.DYN.LE00.IN,VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD
772,2019,72.064,SP.DYN.LE00.IN,VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD
773,2016,75.172,SP.DYN.LE00.IN,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
774,2017,75.241,SP.DYN.LE00.IN,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
775,2018,75.317,SP.DYN.LE00.IN,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
776,2019,75.4,SP.DYN.LE00.IN,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
777,2016,79.1682926829,SP.DYN.LE00.IN,VIR,Virgin Islands (U.S.),Latin America & Caribbean ,High income,Not classified
778,2017,79.3682926829,SP.DYN.LE00.IN,VIR,Virgin Islands (U.S.),Latin America & Caribbean ,High income,Not classified
779,2018,79.5195121951,SP.DYN.LE00.IN,VIR,Virgin Islands (U.S.),Latin America & Caribbean ,High income,Not classified
780,2019,79.6682926829,SP.DYN.LE00.IN,VIR,Virgin Islands (U.S.),Latin America & Caribbean ,High income,Not classified
781,2016,73.589,SP.DYN.LE00.IN,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
782,2017,73.74,SP.DYN.LE00.IN,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
783,2018,73.895,SP.DYN.LE00.IN,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
784,2019,74.053,SP.DYN.LE00.IN,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
785,2016,66.087,SP.DYN.LE00.IN,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
786,2017,66.086,SP.DYN.LE00.IN,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
787,2018,66.096,SP.DYN.LE00.IN,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
788,2019,66.125,SP.DYN.LE00.IN,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA
789,2016,62.464,SP.DYN.LE00.IN,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
790,2017,63.043,SP.DYN.LE00.IN,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
791,2018,63.51,SP.DYN.LE00.IN,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
792,2019,63.886,SP.DYN.LE00.IN,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
793,2016,60.294,SP.DYN.LE00.IN,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
794,2017,60.812,SP.DYN.LE00.IN,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
795,2018,61.195,SP.DYN.LE00.IN,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
796,2019,61.49,SP.DYN.LE00.IN,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
797,2016,1981.118068507,NY.GDP.PCAP.PP.CD,AFG,Afghanistan,South Asia,Low income,IDA
798,2017,2058.4002210698,NY.GDP.PCAP.PP.CD,AFG,Afghanistan,South Asia,Low income,IDA
799,2018,2082.6356482136,NY.GDP.PCAP.PP.CD,AFG,Afghanistan,South Asia,Low income,IDA
800,2019,2152.3664894209,NY.GDP.PCAP.PP.CD,AFG,Afghanistan,South Asia,Low income,IDA
801,2020,2078.6486145091,NY.GDP.PCAP.PP.CD,AFG,Afghanistan,South Asia,Low income,IDA
802,2016,12078.8431361843,NY.GDP.PCAP.PP.CD,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
803,2017,12770.9642910053,NY.GDP.PCAP.PP.CD,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
804,2018,13483.0116137185,NY.GDP.PCAP.PP.CD,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
805,2019,14012.9764354305,NY.GDP.PCAP.PP.CD,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
806,2020,13439.6652780757,NY.GDP.PCAP.PP.CD,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
807,2016,11624.3407751545,NY.GDP.PCAP.PP.CD,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
808,2017,11737.4012353821,NY.GDP.PCAP.PP.CD,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
809,2018,11909.9298247204,NY.GDP.PCAP.PP.CD,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
810,2019,12009.248207942,NY.GDP.PCAP.PP.CD,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
811,2020,11324.2358133821,NY.GDP.PCAP.PP.CD,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
812,2016,7103.2264306109,NY.GDP.PCAP.PP.CD,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
813,2017,7310.8965889551,NY.GDP.PCAP.PP.CD,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
814,2018,7099.9719580993,NY.GDP.PCAP.PP.CD,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
815,2019,6952.4193623685,NY.GDP.PCAP.PP.CD,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
816,2020,6445.432872706,NY.GDP.PCAP.PP.CD,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
817,2016,19920.2657838504,NY.GDP.PCAP.PP.CD,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
818,2017,19840.2840357027,NY.GDP.PCAP.PP.CD,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
819,2018,21521.8850511088,NY.GDP.PCAP.PP.CD,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
820,2019,22774.1742001371,NY.GDP.PCAP.PP.CD,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
821,2020,18241.868195762,NY.GDP.PCAP.PP.CD,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
822,2016,20307.870052142,NY.GDP.PCAP.PP.CD,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
823,2017,23597.117752839,NY.GDP.PCAP.PP.CD,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
824,2018,23293.3986337639,NY.GDP.PCAP.PP.CD,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
825,2019,22999.2750525577,NY.GDP.PCAP.PP.CD,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
826,2020,20770.7264196415,NY.GDP.PCAP.PP.CD,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
827,2016,10704.2297624759,NY.GDP.PCAP.PP.CD,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
828,2017,12115.1392902637,NY.GDP.PCAP.PP.CD,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
829,2018,13020.3963185992,NY.GDP.PCAP.PP.CD,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
830,2019,14231.1801885329,NY.GDP.PCAP.PP.CD,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
831,2020,13312.1138600539,NY.GDP.PCAP.PP.CD,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
832,2016,37585.0250792115,NY.GDP.PCAP.PP.CD,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
833,2017,38897.122666275,NY.GDP.PCAP.PP.CD,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
834,2016,47255.3070085957,NY.GDP.PCAP.PP.CD,AUS,Australia,East Asia & Pacific,High income,Not classified
835,2017,48398.5497014956,NY.GDP.PCAP.PP.CD,AUS,Australia,East Asia & Pacific,High income,Not classified
836,2018,50169.1872936523,NY.GDP.PCAP.PP.CD,AUS,Australia,East Asia & Pacific,High income,Not classified
837,2019,51748.3977215322,NY.GDP.PCAP.PP.CD,AUS,Australia,East Asia & Pacific,High income,Not classified
838,2020,53329.808328387,NY.GDP.PCAP.PP.CD,AUS,Australia,East Asia & Pacific,High income,Not classified
839,2016,52684.0171130768,NY.GDP.PCAP.PP.CD,AUT,Austria,Europe & Central Asia,High income,Not classified
840,2017,54172.9867888254,NY.GDP.PCAP.PP.CD,AUT,Austria,Europe & Central Asia,High income,Not classified
841,2018,56960.0914258929,NY.GDP.PCAP.PP.CD,AUT,Austria,Europe & Central Asia,High income,Not classified
842,2019,58076.348801448,NY.GDP.PCAP.PP.CD,AUT,Austria,Europe & Central Asia,High income,Not classified
843,2020,55683.8408238588,NY.GDP.PCAP.PP.CD,AUT,Austria,Europe & Central Asia,High income,Not classified
844,2016,14371.0227410092,NY.GDP.PCAP.PP.CD,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
845,2017,14121.4069355591,NY.GDP.PCAP.PP.CD,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
846,2018,14550.7628169318,NY.GDP.PCAP.PP.CD,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
847,2019,15052.7938701564,NY.GDP.PCAP.PP.CD,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
848,2020,14479.7054094424,NY.GDP.PCAP.PP.CD,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
849,2016,34338.5195561543,NY.GDP.PCAP.PP.CD,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
850,2017,35917.7570326171,NY.GDP.PCAP.PP.CD,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
851,2018,37416.9722554382,NY.GDP.PCAP.PP.CD,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
852,2019,37973.2472481629,NY.GDP.PCAP.PP.CD,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
853,2020,32538.5691640828,NY.GDP.PCAP.PP.CD,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
854,2016,44768.9709139461,NY.GDP.PCAP.PP.CD,BHR,Bahrain,Middle East & North Africa,High income,Not classified
855,2017,47709.7780156397,NY.GDP.PCAP.PP.CD,BHR,Bahrain,Middle East & North Africa,High income,Not classified
856,2018,47503.0619389863,NY.GDP.PCAP.PP.CD,BHR,Bahrain,Middle East & North Africa,High income,Not classified
857,2019,47228.1000429956,NY.GDP.PCAP.PP.CD,BHR,Bahrain,Middle East & North Africa,High income,Not classified
858,2020,43755.8556176084,NY.GDP.PCAP.PP.CD,BHR,Bahrain,Middle East & North Africa,High income,Not classified
859,2016,3848.9576636919,NY.GDP.PCAP.PP.CD,BGD,Bangladesh,South Asia,Lower middle income,IDA
860,2017,4160.7033247153,NY.GDP.PCAP.PP.CD,BGD,Bangladesh,South Asia,Lower middle income,IDA
861,2018,4547.4800163879,NY.GDP.PCAP.PP.CD,BGD,Bangladesh,South Asia,Lower middle income,IDA
862,2019,4954.7618481258,NY.GDP.PCAP.PP.CD,BGD,Bangladesh,South Asia,Lower middle income,IDA
863,2020,5138.6532102868,NY.GDP.PCAP.PP.CD,BGD,Bangladesh,South Asia,Lower middle income,IDA
864,2016,15951.9586760888,NY.GDP.PCAP.PP.CD,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
865,2017,15789.0411622149,NY.GDP.PCAP.PP.CD,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
866,2018,16051.2558119276,NY.GDP.PCAP.PP.CD,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
867,2019,16300.422208391,NY.GDP.PCAP.PP.CD,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
868,2020,13349.5703762278,NY.GDP.PCAP.PP.CD,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
869,2016,17785.9431970966,NY.GDP.PCAP.PP.CD,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
870,2017,18356.1007741722,NY.GDP.PCAP.PP.CD,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
871,2018,19430.2787724315,NY.GDP.PCAP.PP.CD,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
872,2019,20094.5258122074,NY.GDP.PCAP.PP.CD,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
873,2020,20239.2018200072,NY.GDP.PCAP.PP.CD,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
874,2016,48597.3999826201,NY.GDP.PCAP.PP.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
875,2017,50442.2705419624,NY.GDP.PCAP.PP.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
876,2018,52528.1185388814,NY.GDP.PCAP.PP.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
877,2019,54269.5140327442,NY.GDP.PCAP.PP.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
878,2020,53034.961003118,NY.GDP.PCAP.PP.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
879,2016,7236.9309594066,NY.GDP.PCAP.PP.CD,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
880,2017,7193.6343099035,NY.GDP.PCAP.PP.CD,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
881,2018,7436.0461068613,NY.GDP.PCAP.PP.CD,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
882,2019,7558.5679173353,NY.GDP.PCAP.PP.CD,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
883,2020,6457.6365582757,NY.GDP.PCAP.PP.CD,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
884,2016,3004.8078049909,NY.GDP.PCAP.PP.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
885,2017,3044.5171562032,NY.GDP.PCAP.PP.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
886,2018,3236.670417183,NY.GDP.PCAP.PP.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
887,2019,3426.3296544539,NY.GDP.PCAP.PP.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
888,2020,3505.42435394,NY.GDP.PCAP.PP.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
889,2016,76362.0514142141,NY.GDP.PCAP.PP.CD,BMU,Bermuda,North America,High income,Not classified
890,2017,81834.9558735543,NY.GDP.PCAP.PP.CD,BMU,Bermuda,North America,High income,Not classified
891,2018,83377.0646748086,NY.GDP.PCAP.PP.CD,BMU,Bermuda,North America,High income,Not classified
892,2019,85263.7630031759,NY.GDP.PCAP.PP.CD,BMU,Bermuda,North America,High income,Not classified
893,2020,80829.6168060287,NY.GDP.PCAP.PP.CD,BMU,Bermuda,North America,High income,Not classified
894,2016,10457.244384538,NY.GDP.PCAP.PP.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
895,2017,11142.4746724654,NY.GDP.PCAP.PP.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
896,2018,11620.9159001164,NY.GDP.PCAP.PP.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
897,2019,12366.526476148,NY.GDP.PCAP.PP.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
898,2020,11130.2162290607,NY.GDP.PCAP.PP.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
899,2016,7499.7727408979,NY.GDP.PCAP.PP.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
900,2017,8423.6975584367,NY.GDP.PCAP.PP.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
901,2018,8863.3491610739,NY.GDP.PCAP.PP.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
902,2019,9093.4316587225,NY.GDP.PCAP.PP.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
903,2020,8275.4914966645,NY.GDP.PCAP.PP.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
904,2016,13072.1830096742,NY.GDP.PCAP.PP.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
905,2017,13753.8374426837,NY.GDP.PCAP.PP.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
906,2018,14901.781224632,NY.GDP.PCAP.PP.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
907,2019,15728.1755051663,NY.GDP.PCAP.PP.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
908,2020,15623.0974695199,NY.GDP.PCAP.PP.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
909,2016,16638.5204979364,NY.GDP.PCAP.PP.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
910,2017,15948.0320233624,NY.GDP.PCAP.PP.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
911,2018,16611.9043872002,NY.GDP.PCAP.PP.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
912,2019,17039.2621878762,NY.GDP.PCAP.PP.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
913,2020,15458.4826403021,NY.GDP.PCAP.PP.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
914,2016,14256.163385421,NY.GDP.PCAP.PP.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
915,2017,14524.6135408174,NY.GDP.PCAP.PP.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
916,2018,15020.4382238881,NY.GDP.PCAP.PP.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
917,2019,15388.234915991,NY.GDP.PCAP.PP.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
918,2020,14835.4149268998,NY.GDP.PCAP.PP.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
919,2016,56297.2267116989,NY.GDP.PCAP.PP.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
920,2017,60994.5315563275,NY.GDP.PCAP.PP.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
921,2018,61839.1175656081,NY.GDP.PCAP.PP.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
922,2019,64724.1324324328,NY.GDP.PCAP.PP.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
923,2020,65612.7020622772,NY.GDP.PCAP.PP.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
924,2016,20074.3762957132,NY.GDP.PCAP.PP.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
925,2017,21469.9454411605,NY.GDP.PCAP.PP.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
926,2018,22990.1054861125,NY.GDP.PCAP.PP.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
927,2019,24523.7922886874,NY.GDP.PCAP.PP.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
928,2020,24613.8350724496,NY.GDP.PCAP.PP.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
929,2016,1895.2950660337,NY.GDP.PCAP.PP.CD,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
930,2017,2044.3869867676,NY.GDP.PCAP.PP.CD,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
931,2018,2168.6622132078,NY.GDP.PCAP.PP.CD,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
932,2019,2267.5066376358,NY.GDP.PCAP.PP.CD,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
933,2020,2274.0168319296,NY.GDP.PCAP.PP.CD,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
934,2016,796.9440833731,NY.GDP.PCAP.PP.CD,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
935,2017,773.572858671,NY.GDP.PCAP.PP.CD,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
936,2018,779.8081756679,NY.GDP.PCAP.PP.CD,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
937,2019,783.4519831987,NY.GDP.PCAP.PP.CD,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
938,2020,771.1632424513,NY.GDP.PCAP.PP.CD,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
939,2016,6322.9132343941,NY.GDP.PCAP.PP.CD,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
940,2017,6643.1798918291,NY.GDP.PCAP.PP.CD,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
941,2018,7028.9930907265,NY.GDP.PCAP.PP.CD,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
942,2019,7475.122519809,NY.GDP.PCAP.PP.CD,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
943,2020,6376.6423522523,NY.GDP.PCAP.PP.CD,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
944,2016,3675.03861981,NY.GDP.PCAP.PP.CD,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
945,2017,3928.3739336307,NY.GDP.PCAP.PP.CD,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
946,2018,4259.2031188874,NY.GDP.PCAP.PP.CD,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
947,2019,4574.4030270769,NY.GDP.PCAP.PP.CD,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
948,2020,4421.4806105885,NY.GDP.PCAP.PP.CD,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
949,2016,3527.1653716469,NY.GDP.PCAP.PP.CD,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
950,2017,3665.1178508488,NY.GDP.PCAP.PP.CD,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
951,2018,3800.9712671191,NY.GDP.PCAP.PP.CD,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
952,2019,3901.1419598082,NY.GDP.PCAP.PP.CD,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
953,2020,3867.5192395963,NY.GDP.PCAP.PP.CD,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
954,2016,46472.3402486315,NY.GDP.PCAP.PP.CD,CAN,Canada,North America,High income,Not classified
955,2017,48317.0965785817,NY.GDP.PCAP.PP.CD,CAN,Canada,North America,High income,Not classified
956,2018,49992.6354904724,NY.GDP.PCAP.PP.CD,CAN,Canada,North America,High income,Not classified
957,2019,49309.5008586611,NY.GDP.PCAP.PP.CD,CAN,Canada,North America,High income,Not classified
958,2020,46611.3090055858,NY.GDP.PCAP.PP.CD,CAN,Canada,North America,High income,Not classified
959,2016,66639.5510604135,NY.GDP.PCAP.PP.CD,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
960,2017,69753.0897229101,NY.GDP.PCAP.PP.CD,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
961,2018,73507.5695160568,NY.GDP.PCAP.PP.CD,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
962,2019,76747.6663062938,NY.GDP.PCAP.PP.CD,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
963,2020,71594.0414762971,NY.GDP.PCAP.PP.CD,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
964,2016,851.0726713064,NY.GDP.PCAP.PP.CD,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
965,2017,912.803045335,NY.GDP.PCAP.PP.CD,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
966,2018,955.5137442921,NY.GDP.PCAP.PP.CD,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
967,2019,985.1120413522,NY.GDP.PCAP.PP.CD,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
968,2020,987.6445126084,NY.GDP.PCAP.PP.CD,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
969,2016,1664.5125859939,NY.GDP.PCAP.PP.CD,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
970,2017,1587.0323278473,NY.GDP.PCAP.PP.CD,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
971,2018,1614.1682869198,NY.GDP.PCAP.PP.CD,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
